"Member ID","Location","Joined Group on","Last visited group on","Last Attended","Total RSVPs","RSVPed Yes","RSVPed Maybe","RSVPed No","Meetups attended","No shows","Intro","Photo","Assistant Organizer","Mailing List","R Experience"
3364,"Chicago, IL","March 22, 2018","April 6, 2020","",0,0,0,0,0,0,"No","No","No","Yes",""
3365,"Phoenix, AZ","March 3, 2019","March 3, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3366,"Denver, CO","March 13, 2014","July 13, 2022","May 14, 2014",3,3,0,0,3,0,"Yes","Yes","No","Yes","Beginner (0 years)"
3367,"Aurora, IL","December 6, 2016","January 31, 2018","November 15, 2017",2,2,0,0,2,0,"No","Yes","No","Yes",""
3368,"Chicago, IL","October 12, 2021","November 4, 2021","",0,0,0,0,0,0,"No","No","No","Yes",""
3369,"Chicago, IL","November 2, 2017","November 2, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3370,"Chicago, IL","January 23, 2017","January 23, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3371,"Chicago, IL","June 24, 2021","November 4, 2021","",2,0,0,2,0,0,"No","Yes","No","Yes",""
3372,"Bentonville, AR","August 29, 2018","August 29, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3373,"San Jose, CA","November 14, 2018","July 29, 2019","November 14, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
3374,"Des Plaines, IL","January 27, 2016","September 22, 2016","September 28, 2016",5,5,0,0,5,0,"No","Yes","No","Yes",""
3375,"Chicago, IL","May 16, 2019","May 16, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3376,"Chicago, IL","April 1, 2013","May 14, 2019","",0,0,0,0,0,0,"No","No","No","No",""
3377,"Seattle, WA","October 20, 2020","October 20, 2020","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3378,"San Jose, CA","August 25, 2012","February 8, 2013","October 3, 2012",2,1,0,1,1,0,"No","Yes","No","Yes",""
3379,"Mount Vernon, NY","December 9, 2020","June 22, 2021","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3380,"Chicago, IL","July 10, 2018","July 10, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3381,"Chicago, IL","October 22, 2017","August 29, 2018","",0,0,0,0,0,0,"No","No","No","Yes",""
3382,"Chicago, IL","June 19, 2013","January 29, 2016","March 12, 2015",1,1,0,0,1,0,"Yes","Yes","No","Yes","Used R for around 4 years"
3383,"Washington, DC","August 23, 2019","August 23, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3384,"Chicago, IL","February 28, 2015","September 27, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3385,"Chicago, IL","June 9, 2017","June 9, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3386,"Cluj-Napoca","May 29, 2014","September 12, 2016","October 21, 2015",2,2,0,0,2,0,"Yes","Yes","No","Yes","few months"
3387,"Chicago, IL","April 14, 2017","June 5, 2021","February 19, 2020",8,8,0,0,8,0,"No","Yes","No","Yes",""
3388,"Chicago, IL","March 10, 2011","July 4, 2013","March 23, 2011",1,1,0,0,1,0,"No","Yes","No","Yes",""
3389,"Chicago, IL","December 11, 2021","December 11, 2021","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3390,"Chicago, IL","June 22, 2017","June 22, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3391,"Chicago, IL","August 30, 2013","October 2, 2014","October 23, 2014",2,2,0,0,2,0,"Yes","Yes","No","Yes","One year"
3392,"Chicago, IL","August 23, 2019","August 25, 2019","",0,0,0,0,0,0,"No","No","No","Yes",""
3393,"Chicago, IL","June 30, 2020","July 1, 2020","",0,0,0,0,0,0,"No","No","No","Yes",""
3394,"Chicago, IL","June 8, 2019","June 12, 2019","June 11, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
3395,"Boston, MA","April 22, 2017","April 22, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3396,"Chicago, IL","January 24, 2018","January 24, 2018","January 27, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
3397,"Chicago, IL","September 5, 2017","September 7, 2017","September 7, 2017",1,1,0,0,1,0,"No","No","No","Yes",""
3398,"Chicago, IL","July 25, 2018","October 16, 2018","July 25, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
3399,"Chicago, IL","October 26, 2016","November 10, 2016","November 10, 2016",1,1,0,0,1,0,"Yes","Yes","No","Yes","New Arrival into R and Data Analytics"
3400,"Hyderabad","July 15, 2017","July 15, 2017","",0,0,0,0,0,0,"No","No","No","Yes",""
3401,"Chicago, IL","March 22, 2019","March 26, 2019","",0,0,0,0,0,0,"No","No","No","Yes",""
3402,"Chicago, IL","August 24, 2018","August 30, 2018","August 30, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
3403,"Chicago, IL","February 7, 2015","October 18, 2015","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3404,"Chicago, IL","January 23, 2017","March 7, 2017","January 24, 2017",1,1,0,0,1,0,"No","Yes","No","Yes",""
3405,"Chicago, IL","November 17, 2018","November 17, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3406,"Northbrook, IL","January 23, 2012","August 1, 2016","July 24, 2016",4,3,0,1,3,0,"Yes","Yes","No","Digest","About 8 years"
3407,"Chicago, IL","June 18, 2014","August 20, 2014","",0,0,0,0,0,0,"Yes","No","No","Yes","Novice."
3408,"Chicago, IL","January 19, 2014","April 18, 2018","April 14, 2018",14,13,0,1,13,0,"Yes","Yes","No","Yes","4+ years"
3409,"Icheon","May 1, 2014","January 22, 2015","May 14, 2014",1,1,0,0,1,0,"No","Yes","No","Yes",""
3410,"Park Ridge, IL","September 5, 2017","June 13, 2021","November 26, 2019",5,3,0,2,3,0,"No","No","No","Yes",""
3411,"Chicago, IL","November 13, 2017","November 13, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3412,"Chicago, IL","September 9, 2021","September 9, 2021","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3413,"Chicago, IL","October 26, 2017","November 16, 2017","November 15, 2017",1,1,0,0,1,0,"No","No","No","Yes",""
3414,"Chicago, IL","February 9, 2015","April 1, 2018","January 26, 2017",8,4,0,4,4,0,"No","No","No","Yes",""
3415,"Chicago, IL","March 15, 2017","December 7, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3416,"Chicago, IL","December 7, 2010","December 7, 2010","",0,0,0,0,0,0,"No","No","No","Yes",""
3417,"Chicago, IL","July 25, 2013","February 10, 2014","",1,0,0,1,0,0,"No","No","No","No",""
3418,"Chicago, IL","November 28, 2015","March 22, 2019","August 30, 2018",5,3,0,2,3,0,"No","Yes","No","Yes",""
3419,"Chicago, IL","May 25, 2018","May 27, 2018","May 30, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
3420,"New York, NY","August 14, 2016","March 15, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3421,"Boston, MA","February 12, 2018","February 17, 2020","November 16, 2019",2,2,0,0,2,0,"No","No","No","Yes",""
3422,"Chicago, IL","April 9, 2015","April 9, 2015","",0,0,0,0,0,0,"No","No","No","Yes",""
3423,"Chicago, IL","October 2, 2013","June 15, 2018","April 16, 2014",8,1,0,7,1,0,"Yes","Yes","No","Yes","Haven't started yet."
3424,"Darien, IL","August 13, 2013","August 13, 2013","",0,0,0,0,0,0,"No","No","No","Yes",""
3425,"Chicago, IL","June 25, 2018","June 25, 2018","",0,0,0,0,0,0,"No","No","No","Yes",""
3426,"Chicago, IL","April 28, 2019","October 25, 2021","November 11, 2021",1,1,0,0,1,0,"No","No","No","Yes",""
3427,"Lithia Springs, GA","December 5, 2012","July 29, 2019","",3,0,0,3,0,0,"No","Yes","No","Yes",""
3428,"Chicago, IL","December 9, 2015","May 6, 2022","June 1, 2022",11,11,0,0,11,0,"No","No","No","Yes",""
3429,"Chicago, IL","September 12, 2019","September 1, 2020","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3430,"Chicago, IL","November 8, 2018","November 8, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3431,"Chicago, IL","April 11, 2016","April 11, 2016","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3432,"Chicago, IL","October 14, 2018","October 14, 2018","October 16, 2018",1,1,0,0,1,0,"No","No","No","Yes",""
3433,"Chicago, IL","August 31, 2016","November 10, 2021","May 30, 2018",2,1,0,1,1,0,"No","Yes","No","Yes",""
3434,"Evanston, IL","March 11, 2015","July 5, 2022","July 11, 2022",15,8,0,7,8,0,"No","Yes","No","Yes",""
3435,"Libertyville, IL","September 5, 2013","March 11, 2019","February 19, 2014",1,1,0,0,1,0,"Yes","No","No","Digest","Less than a year."
3436,"Chicago, IL","August 3, 2017","May 14, 2019","May 15, 2019",2,2,0,0,2,0,"No","Yes","No","Yes",""
3437,"Chicago, IL","August 27, 2018","October 11, 2018","October 16, 2018",2,2,0,0,2,0,"No","Yes","No","Yes",""
3438,"Chicago, IL","August 19, 2015","August 19, 2015","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3439,"Chicago, IL","July 22, 2015","June 22, 2016","June 5, 2016",3,2,0,1,1,0,"Yes","Yes","No","Yes",""
3440,"Chicago, IL","July 13, 2018","July 20, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3441,"Chicago, IL","January 16, 2022","January 16, 2022","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3442,"Chicago, IL","August 4, 2013","February 22, 2017","November 13, 2014",5,2,0,3,2,0,"No","No","No","Digest",""
3443,"Chicago, IL","February 11, 2020","February 11, 2020","February 19, 2020",1,1,0,0,1,0,"No","No","No","Yes",""
3444,"Chicago, IL","January 29, 2018","December 4, 2019","November 26, 2019",5,3,0,2,3,0,"No","No","No","Yes",""
3445,"Chicago, IL","March 17, 2017","December 6, 2019","November 15, 2017",1,1,0,0,1,0,"No","No","No","Yes",""
3446,"Chicago, IL","September 14, 2017","September 14, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3447,"Chicago, IL","March 2, 2017","October 14, 2021","April 27, 2017",2,2,0,0,2,0,"No","No","No","Yes",""
3448,"Chicago, IL","May 7, 2019","November 19, 2019","August 20, 2019",2,2,0,0,2,0,"No","No","No","Yes",""
3449,"Chicago, IL","June 5, 2015","October 18, 2015","October 21, 2015",1,1,0,0,1,0,"No","No","No","Yes",""
3450,"San Francisco, CA","May 25, 2010","November 4, 2014","November 13, 2014",10,9,0,1,9,0,"Yes","Yes","No","Yes","10 years"
3451,"Sherrills Ford, NC","August 13, 2019","August 20, 2019","August 20, 2019",1,1,0,0,1,0,"No","No","No","Yes",""
3452,"Forest Park, IL","July 19, 2013","April 16, 2014","",1,0,0,1,0,0,"Yes","Yes","No","Yes","I am not yet, but am trying to learn to facilitate some deep testing tools for my employer (and myself)."
3453,"Chicago, IL","November 25, 2013","April 30, 2014","April 16, 2014",2,1,0,1,1,0,"Yes","No","No","No","a few years"
3454,"Kenosha, WI","October 24, 2018","October 24, 2018","",0,0,0,0,0,0,"No","No","No","Yes",""
3455,"Chicago, IL","September 15, 2014","January 29, 2015","November 13, 2014",1,1,0,0,1,0,"Yes","No","No","Yes","11 years"
3456,"Oak Park, IL","April 29, 2017","April 29, 2017","",0,0,0,0,0,0,"No","No","No","Yes",""
3457,"New York, NY","April 29, 2019","April 29, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3458,"New York, NY","November 22, 2017","August 13, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3459,"Chicago, IL","November 10, 2019","November 12, 2019","November 26, 2019",2,2,0,0,2,0,"No","Yes","No","Yes",""
3460,"Chicago, IL","September 16, 2012","October 2, 2014","October 23, 2014",10,9,0,1,9,0,"Yes","No","No","Yes","Used R for 2 years in my previous position as statistical programmer at University of Michigan!"
3461,"Beverly Hills, CA","June 26, 2012","June 27, 2012","",0,0,0,0,0,0,"Yes","No","No","No","12 months"
3462,"Seattle, WA","November 18, 2012","May 31, 2015","November 13, 2014",2,2,0,0,2,0,"No","Yes","No","Digest",""
3463,"Chicago, IL","August 24, 2019","August 24, 2019","",0,0,0,0,0,0,"No","No","No","Yes",""
3464,"New York, NY","September 21, 2011","April 3, 2015","April 2, 2015",18,18,0,0,18,0,"Yes","Yes","No","Yes","I've been using R for 10 years and before that S-plus for about 5 years."
3465,"Chicago, IL","August 17, 2019","October 9, 2019","October 24, 2019",1,1,0,0,1,0,"No","Yes","No","No",""
3466,"Maplewood, NJ","September 1, 2015","September 1, 2015","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3467,"Chicago, IL","November 2, 2015","November 30, 2015","November 5, 2015",1,1,0,0,1,0,"No","Yes","No","Yes",""
3468,"Chicago, IL","May 24, 2019","May 24, 2019","",0,0,0,0,0,0,"No","No","No","Yes",""
3469,"Madison, WI","May 14, 2013","July 14, 2017","",1,0,0,1,0,0,"No","Yes","No","Yes",""
3470,"Hyderabad","December 22, 2014","September 4, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3471,"Naperville, IL","January 12, 2012","August 14, 2012","April 5, 2012",3,2,0,1,2,0,"No","No","No","Yes",""
3472,"Chicago, IL","March 26, 2018","May 5, 2022","June 16, 2021",19,16,0,3,16,0,"No","Yes","No","Yes",""
3473,"Chicago, IL","February 15, 2018","March 19, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3474,"Chicago, IL","April 4, 2012","April 4, 2012","April 5, 2012",1,1,0,0,1,0,"No","No","No","Yes",""
3475,"Chicago, IL","November 26, 2014","March 19, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3476,"Chicago, IL","May 13, 2013","October 19, 2013","",1,0,0,1,0,0,"Yes","Yes","No","Yes","3 years"
3477,"Chicago, IL","February 1, 2018","February 1, 2018","February 15, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
3478,"Chicago, IL","July 31, 2015","July 19, 2016","August 3, 2016",1,1,0,0,1,0,"No","No","No","Yes",""
3479,"Chicago, IL","October 17, 2016","November 7, 2016","November 10, 2016",1,1,0,0,1,0,"No","No","No","Yes",""
3480,"Chicago, IL","May 7, 2014","May 16, 2014","May 14, 2014",1,1,0,0,1,0,"Yes","No","No","Yes","Just starting...enrolled in Data Science certificate program that uses R"
3481,"Chicago, IL","March 9, 2014","March 9, 2014","April 5, 2014",1,1,0,0,1,0,"Yes","Yes","No","Yes","Very recently (1-2 months)"
3482,"Chicago, IL","February 25, 2018","April 1, 2018","April 14, 2018",1,1,0,0,1,0,"No","No","No","Yes",""
3483,"Arlington Heights, IL","July 13, 2019","November 16, 2019","November 16, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
3484,"Chicago, IL","January 19, 2019","March 4, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3485,"Chicago, IL","December 2, 2015","December 2, 2015","",0,0,0,0,0,0,"No","No","No","Yes",""
3486,"Chicago, IL","September 27, 2016","September 27, 2016","September 28, 2016",1,1,0,0,1,0,"No","Yes","No","Yes",""
3487,"London","November 13, 2017","November 13, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3488,"Chicago, IL","January 28, 2019","July 4, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3489,"Chicago, IL","March 2, 2017","March 2, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3490,"Chicago, IL","August 18, 2018","August 29, 2018","August 30, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
3491,"Chicago, IL","November 5, 2019","November 5, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3492,"Schaumburg, IL","May 20, 2019","February 10, 2020","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3493,"Chicago, IL","February 27, 2013","February 27, 2013","",0,0,0,0,0,0,"Yes","No","No","Yes","2 months"
3494,"Chicago, IL","July 9, 2018","November 12, 2019","November 26, 2019",3,3,0,0,3,0,"No","No","No","Yes",""
3495,"Chicago, IL","May 29, 2019","November 25, 2019","July 30, 2019",3,2,0,1,2,0,"No","Yes","No","Yes",""
3496,"Chicago, IL","June 26, 2015","May 16, 2017","December 2, 2015",3,3,0,0,3,0,"Yes","No","No","Yes",""
3497,"Skokie, IL","June 1, 2018","February 20, 2020","February 19, 2020",4,4,0,0,4,0,"Yes","Yes","No","Yes",""
3498,"Chicago, IL","July 30, 2013","August 8, 2013","August 8, 2013",1,1,0,0,1,0,"Yes","No","No","Yes","approx. 1 year"
3499,"Washington, DC","October 14, 2014","October 20, 2015","October 21, 2015",5,4,0,1,4,0,"No","Yes","No","Yes",""
3500,"Chicago, IL","June 16, 2017","December 26, 2018","",0,0,0,0,0,0,"No","No","No","Yes",""
3501,"Cambridge, MA","January 23, 2018","November 14, 2018","November 14, 2018",2,2,0,0,2,0,"No","Yes","No","Yes",""
3502,"Chicago, IL","March 14, 2017","March 14, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3503,"Chicago, IL","October 30, 2012","October 24, 2014","",2,0,0,2,0,0,"No","No","No","Yes","1 month"
3504,"Chicago, IL","August 19, 2019","August 19, 2019","August 20, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
3505,"Chicago, IL","March 11, 2015","September 9, 2016","December 2, 2015",5,5,0,0,5,0,"No","Yes","No","Yes",""
3506,"Chicago, IL","April 22, 2013","February 11, 2020","May 30, 2018",20,20,0,0,20,0,"No","No","No","Yes",""
3507,"Chicago, IL","October 8, 2018","February 18, 2020","February 19, 2020",2,1,0,1,1,0,"No","No","No","Yes",""
3508,"Tinley Park, IL","June 15, 2016","June 15, 2016","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3509,"Chicago, IL","February 23, 2020","February 23, 2020","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3510,"Chicago, IL","May 19, 2018","October 14, 2019","",0,0,0,0,0,0,"No","No","No","Yes",""
3511,"Chicago, IL","April 28, 2017","April 28, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3512,"Chicago, IL","January 11, 2019","January 11, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3513,"Chicago, IL","June 22, 2017","July 11, 2017","",0,0,0,0,0,0,"No","No","No","Yes",""
3514,"Chicago, IL","June 14, 2019","November 3, 2019","November 16, 2019",2,1,0,1,1,0,"No","Yes","No","Yes",""
3515,"Chicago, IL","January 16, 2020","January 16, 2020","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3516,"Chicago, IL","January 14, 2019","January 14, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3517,"Aurora, IL","May 31, 2016","July 24, 2018","January 27, 2018",7,6,0,1,6,0,"Yes","Yes","No","Yes","2 years."
3518,"Chicago, IL","March 29, 2017","April 13, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3519,"Chicago, IL","March 31, 2012","November 8, 2012","November 14, 2012",3,2,0,1,2,0,"No","Yes","No","Yes",""
3520,"Chicago, IL","September 11, 2018","September 11, 2018","",0,0,0,0,0,0,"No","No","No","Yes",""
3521,"Chicago, IL","August 31, 2015","August 31, 2015","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3522,"Chicago, IL","October 6, 2018","October 6, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3523,"New York, NY","July 28, 2019","May 6, 2020","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3524,"Chicago, IL","July 13, 2018","July 13, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3525,"Chicago, IL","July 21, 2018","May 30, 2019","",1,0,0,1,0,0,"No","Yes","No","Yes",""
3526,"Chicago, IL","March 27, 2012","March 24, 2019","April 2, 2015",10,7,0,3,7,0,"Yes","Yes","No","Digest","4 years"
3527,"Chicago, IL","December 14, 2017","December 14, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3528,"Chicago, IL","October 1, 2015","October 1, 2015","",0,0,0,0,0,0,"No","No","No","Yes",""
3529,"Mount Prospect, IL","July 5, 2016","July 5, 2016","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3530,"Princeton, NJ","February 16, 2011","May 29, 2013","May 30, 2013",2,1,0,1,1,0,"Yes","Yes","No","Digest","6 months .. wish I had started earlier"
3531,"Chicago, IL","August 7, 2017","August 15, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3532,"Chicago, IL","February 12, 2020","April 25, 2022","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3533,"Chicago, IL","March 25, 2019","March 25, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3534,"Chicago, IL","May 16, 2018","May 16, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3535,"Chicago, IL","September 7, 2013","February 19, 2020","February 19, 2020",12,12,0,0,11,1,"Yes","Yes","No","Yes","1 yea"
3536,"Chicago, IL","June 20, 2017","March 22, 2022","July 30, 2019",8,7,0,1,7,0,"No","Yes","No","Yes",""
3537,"Chicago, IL","February 3, 2019","July 23, 2019","",0,0,0,0,0,0,"No","No","No","Yes",""
3538,"New York, NY","February 22, 2013","June 26, 2013","",0,0,0,0,0,0,"Yes","Yes","No","No","2 months"
3539,"Chicago, IL","March 9, 2012","July 14, 2017","",1,0,0,1,0,0,"No","Yes","No","Yes",""
3540,"Chicago, IL","May 19, 2010","May 25, 2021","November 15, 2017",25,10,0,15,10,0,"Yes","Yes","No","No",""
3541,"Naperville, IL","January 24, 2013","July 7, 2018","July 25, 2018",19,18,0,1,17,0,"No","No","No","Yes","2 months"
3542,"Oak Forest, IL","August 2, 2016","August 2, 2016","August 3, 2016",1,1,0,0,1,0,"No","Yes","No","Yes",""
3543,"Chicago, IL","January 4, 2019","January 4, 2019","",0,0,0,0,0,0,"No","No","No","Yes",""
3544,"Chicago, IL","October 13, 2010","December 26, 2010","October 20, 2010",1,1,0,0,1,0,"No","Yes","No","Yes",""
3545,"Chicago, IL","August 6, 2016","August 6, 2016","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3546,"Chicago, IL","January 7, 2013","May 3, 2017","February 7, 2013",1,1,0,0,1,0,"Yes","No","No","Digest","about 6 months"
3547,"Palatine, IL","March 21, 2012","February 19, 2014","April 5, 2012",3,1,0,2,1,0,"No","Yes","No","Yes",""
3548,"Washington, DC","September 21, 2016","October 30, 2016","September 28, 2016",1,1,0,0,1,0,"No","Yes","No","Yes",""
3549,"Hyderabad","May 10, 2013","May 10, 2013","",0,0,0,0,0,0,"Yes","No","No","Yes","1 year"
3550,"Chicago, IL","February 27, 2012","June 2, 2013","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3551,"Chicago, IL","October 8, 2018","November 6, 2018","October 16, 2018",1,1,0,0,1,0,"No","No","No","Yes",""
3552,"Chicago, IL","July 22, 2019","July 22, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3553,"Chicago, IL","July 12, 2012","July 12, 2012","",0,0,0,0,0,0,"Yes","Yes","No","Yes","On and off for 10 years, primarily during PhD study in Finance at UIUC."
3554,"Skokie, IL","April 17, 2010","May 4, 2017","January 26, 2017",6,2,0,4,2,0,"No","No","No","Yes","5 years"
3555,"Chicago, IL","February 25, 2019","February 25, 2019","February 27, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
3556,"Chicago, IL","November 24, 2011","March 5, 2014","",1,0,0,1,0,0,"No","Yes","No","Digest",""
3557,"Chicago, IL","April 17, 2018","July 29, 2018","",0,0,0,0,0,0,"No","No","No","Yes",""
3558,"Columbus, OH","September 25, 2011","June 15, 2014","May 14, 2014",8,7,0,1,7,0,"No","No","No","Yes",""
3559,"Arlington Heights, IL","December 13, 2010","June 15, 2017","June 22, 2017",11,10,0,1,10,0,"No","No","No","Yes",""
3560,"Chicago, IL","October 5, 2018","October 5, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3561,"Chicago, IL","December 10, 2021","December 10, 2021","",0,0,0,0,0,0,"No","No","No","Yes",""
3562,"Chicago, IL","November 13, 2012","June 27, 2016","May 14, 2014",3,3,0,0,3,0,"No","Yes","No","Yes",""
3563,"Chicago, IL","June 25, 2019","June 25, 2019","",0,0,0,0,0,0,"No","No","No","Yes",""
3564,"Chicago, IL","September 21, 2016","September 21, 2016","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3565,"Madrid","June 30, 2018","June 30, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3566,"Chicago, IL","May 26, 2016","May 26, 2016","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3567,"Washington, DC","April 27, 2012","October 1, 2016","September 28, 2016",14,11,0,3,11,0,"No","Yes","No","Yes",""
3568,"Chicago, IL","October 21, 2019","February 27, 2020","February 19, 2020",1,1,0,0,1,0,"No","No","No","Yes",""
3569,"Chicago, IL","June 4, 2021","July 7, 2022","",0,0,0,0,0,0,"No","No","No","Yes",""
3570,"Chicago, IL","May 26, 2011","October 20, 2014","",0,0,0,0,0,0,"Yes","Yes","No","Digest","less than a year"
3571,"Chicago, IL","October 26, 2017","November 17, 2017","November 15, 2017",1,1,0,0,1,0,"No","No","No","Yes",""
3572,"Chicago, IL","March 18, 2011","April 4, 2022","October 23, 2014",17,13,0,4,13,0,"Yes","Yes","No","Yes",""
3573,"Grand Rapids, MI","September 17, 2013","September 17, 2013","",0,0,0,0,0,0,"No","No","No","Yes","6 years on and off"
3574,"Chicago, IL","August 17, 2018","June 17, 2022","July 14, 2021",2,2,0,0,2,0,"No","Yes","No","Yes",""
3575,"Chicago, IL","June 14, 2016","October 31, 2016","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3576,"Chicago, IL","November 25, 2014","January 4, 2015","",0,0,0,0,0,0,"No","No","No","Yes",""
3577,"Chicago, IL","December 7, 2015","December 7, 2015","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3578,"Chicago, IL","April 13, 2013","May 3, 2019","",1,0,0,1,0,0,"Yes","Yes","No","Yes","less than a year"
3579,"Chicago, IL","September 27, 2012","January 26, 2015","February 19, 2014",2,1,0,1,1,0,"No","No","No","Yes",""
3580,"Chicago, IL","July 20, 2019","July 7, 2022","",1,0,0,1,0,0,"No","Yes","No","Yes",""
3581,"Chicago, IL","February 3, 2016","July 22, 2016","July 24, 2016",1,1,0,0,1,0,"No","Yes","No","Yes",""
3582,"Chicago, IL","June 15, 2012","June 15, 2012","",0,0,0,0,0,0,"No","No","No","Yes",""
3583,"Chicago, IL","April 17, 2019","June 10, 2019","",0,0,0,0,0,0,"No","No","No","Yes",""
3584,"Chicago, IL","October 31, 2012","June 10, 2021","June 16, 2021",11,9,0,2,9,0,"No","No","No","Yes",""
3585,"Chicago, IL","June 3, 2013","June 3, 2013","",0,0,0,0,0,0,"Yes","No","No","Yes",""
3586,"Chicago, IL","September 9, 2018","February 25, 2019","November 14, 2018",2,2,0,0,2,0,"No","Yes","No","Yes",""
3587,"Chicago, IL","October 24, 2012","October 30, 2012","November 14, 2012",1,1,0,0,1,0,"Yes","Yes","No","Yes","Casually for a year or so."
3588,"Oak Brook, IL","August 28, 2018","February 8, 2020","February 19, 2020",12,9,0,3,9,0,"No","Yes","No","Yes",""
3589,"Chicago, IL","March 28, 2011","March 27, 2015","April 2, 2015",2,2,0,0,2,0,"No","No","No","Digest","Just starting to learn. I'm more experienced with SAS and SPSS."
3590,"Chicago, IL","February 8, 2020","February 8, 2020","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3591,"Chicago, IL","November 8, 2012","April 15, 2018","April 14, 2018",23,13,0,10,12,1,"Yes","Yes","No","Digest","2-5 years"
3592,"Urbandale, IA","November 8, 2013","October 22, 2015","",0,0,0,0,0,0,"No","Yes","No","Yes",""
3593,"Chicago, IL","January 13, 2019","January 13, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
